CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,107.17,4/21/17,4/21/17,,,75202,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,106.08,4/21/17,4/21/17,,,75203,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,108.27,4/21/17,4/21/17,,,75204,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,109.36,4/21/17,4/21/17,,,75205,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,109.36,4/21/17,4/21/17,,,75206,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,107.17,4/21/17,4/21/17,,,75207,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,107.17,4/21/17,4/21/17,,,75208,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,108.27,4/21/17,4/21/17,,,75209,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,118.11,4/21/17,4/21/17,,,75210,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,54.68,4/21/17,4/21/17,,,8701,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,109.36,4/21/17,4/21/17,,,8702,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,104.98,4/21/17,4/21/17,,,8703,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,122.48,4/21/17,4/21/17,,,8704,,,0,-1,-1,,CANVAS
CELESTIAL SEA CANVAS,COTTON,NIJO,STOCK,111.55,4/21/17,4/21/17,,,8705,,,0,-1,-1,,CANVAS
CELTIC,LINER,NIJO,PO#1.16.17P,52.5,2/9/17,2/9/17,,,,,,0,0,0,,PUL
CELTIC,LINER,NIJO,PO# 2.17.17P,26.7,2/21/17,2/21/17,,,,,,0,0,0,,PUL
CHICK A DEES,COTTON,NIJO,PO# 2.22.17P,2,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CHICK A DEES,COTTON,NIJO,PO# 4.18.17P,12.1,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CHICK A DEES,COTTON,NIJO,PO#1.16.17P,4,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CHICK A DEES,COTTON,NIJO,STOCK,0.5,2/6/17,2/6/17,,,21001,,,0,-1,-1,,COTTON
CHICK A DEES,COTTON,NIJO,STOCK,120,2/6/17,2/6/17,,,21002,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,PO#3.16.17,1,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,15.31,2/6/17,2/6/17,,,20020,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,128,2/6/17,2/6/17,,,20021,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,96,2/6/17,2/6/17,,,20022,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,118,2/6/17,2/6/17,,,20023,,,0,-1,-1,,COTTON
